,Date,Open,High,Low,Close,Trading volume,Trading value,No. of listed,Market Cap.
393,12 Jan 2022,382.27,383.39,380.88,380.88,"1,810","8,856,800",7,"662,588"
394,11 Jan 2022,386.32,386.32,383.63,385.19,"3,772","17,602,550",7,"670,088"
395,10 Jan 2022,388.01,388.01,383.63,383.63,"2,509","13,865,850",7,"667,366"
396,7 Jan 2022,380.57,388.01,380.57,388.01,"4,626","26,750,350",7,"674,986"
397,6 Jan 2022,390.56,390.56,380.16,381.28,"2,320","9,809,650",7,"663,287"
398,5 Jan 2022,391.89,391.89,388.86,389.98,"1,823","6,575,000",7,"678,420"
399,3 Jan 2022,388.68,391.89,388.68,391.89,573,"4,094,950",7,"681,731"
400,30 Dec 2021,390.96,392.86,390.96,392.86,"2,193","7,371,800",7,"683,434"
401,29 Dec 2021,394.77,394.77,390.96,390.96,357,"1,579,900",7,"680,123"
402,28 Dec 2021,391.75,394.77,391.75,394.77,240,"867,000",7,"686,745"
403,27 Dec 2021,393.46,393.46,393.46,393.46,251,"1,418,900",7,"684,474"
404,23 Dec 2021,394.77,394.77,394.20,394.20,238,"1,526,000",7,"685,757"
405,22 Dec 2021,394.77,395.89,392.54,392.54,"7,970","24,091,350",7,"682,863"
406,21 Dec 2021,392.13,392.13,391.01,392.13,504,"1,845,850",7,"682,148"
407,20 Dec 2021,389.28,392.13,389.28,392.13,163,"1,118,400",7,"682,148"
408,17 Dec 2021,381.82,391.18,381.11,389.28,"1,087","9,257,150",7,"677,197"
409,16 Dec 2021,391.67,392.79,381.00,381.00,"5,142","36,897,800",7,"662,800"
410,15 Dec 2021,392.38,393.50,391.60,393.50,636,"2,265,800",7,"684,543"
411,14 Dec 2021,391.60,393.50,387.79,393.50,"2,504","9,009,650",7,"684,543"
412,13 Dec 2021,392.34,392.34,391.22,392.34,46,"234,600",7,"682,522"
413,10 Dec 2021,395.87,397.78,391.74,391.74,"2,208","11,203,100",7,"681,482"
414,9 Dec 2021,394.75,395.87,394.75,394.75,"4,494","16,683,050",7,"686,723"
415,8 Dec 2021,395.54,397.78,394.75,397.78,"1,570","5,319,900",7,"691,980"
416,7 Dec 2021,400.59,400.59,396.11,396.11,"2,400","7,605,000",7,"689,086"
417,6 Dec 2021,395.63,400.59,394.55,400.59,523,"5,319,350",7,"696,872"
418,3 Dec 2021,396.23,396.23,393.21,395.11,"1,107","6,256,050",7,"687,345"
419,2 Dec 2021,389.12,390.76,388.52,390.76,"5,515","20,915,200",7,"679,765"
420,1 Dec 2021,392.06,395.09,391.35,391.35,"5,140","20,432,950",7,"680,805"
421,30 Nov 2021,393.15,393.15,392.03,392.03,"5,300","16,599,400",7,"681,990"
422,26 Nov 2021,396.96,396.96,393.15,393.15,"3,040","21,268,400",7,"683,936"
423,25 Nov 2021,396.36,396.96,396.36,396.96,236,"838,200",7,"690,558"
424,24 Nov 2021,395.88,398.79,395.88,398.79,59,"345,200",7,"693,741"
425,23 Nov 2021,397.77,397.77,391.32,395.88,"1,303","4,316,850",7,"688,681"
426,22 Nov 2021,401.91,401.91,397.77,397.77,"2,562","16,303,750",7,"691,961"
427,19 Nov 2021,397.03,401.17,397.03,401.17,"1,932","7,694,950",7,"697,883"
428,16 Nov 2021,396.25,398.49,396.25,396.62,925,"3,330,750",7,"689,963"
429,15 Nov 2021,399.98,399.98,398.08,398.38,"4,418","20,772,350",7,"693,030"
430,12 Nov 2021,402.55,402.55,399.50,399.98,"1,621","5,064,000",7,"695,816"
431,11 Nov 2021,399.53,402.55,399.53,402.55,"1,610","11,857,100",7,"700,286"
432,10 Nov 2021,397.31,400.32,397.31,399.04,"1,462","11,109,950",7,"694,174"
433,9 Nov 2021,397.37,398.65,397.16,398.65,"6,382","22,062,250",7,"693,502"
434,8 Nov 2021,388.74,398.68,387.62,396.77,"3,482","17,202,850",7,"690,232"
435,5 Nov 2021,398.74,399.04,396.84,399.04,"2,050","12,374,350",7,"694,184"
436,3 Nov 2021,396.43,399.22,394.71,399.22,"1,052","8,579,400",7,"694,498"
437,2 Nov 2021,395.83,398.33,394.34,398.33,"4,085","15,312,500",7,"692,947"
438,1 Nov 2021,398.51,400.42,397.73,397.73,"3,927","24,266,000",7,"691,905"
439,29 Oct 2021,401.54,401.54,398.51,399.30,"5,179","26,121,400",7,"694,626"
440,28 Oct 2021,400.22,400.22,398.32,400.22,"6,354","30,474,800",7,"696,237"
441,27 Oct 2021,396.68,400.22,396.68,400.22,"3,671","22,139,150",7,"696,237"
442,26 Oct 2021,391.10,397.80,391.10,397.80,"3,983","17,411,700",7,"692,020"
443,25 Oct 2021,396.80,399.03,396.80,399.03,"1,688","8,667,850",7,"694,168"
444,22 Oct 2021,397.92,399.03,394.89,397.92,587,"4,140,850",7,"692,222"
445,18 Oct 2021,395.07,397.55,395.07,397.55,"2,349","8,253,800",7,"691,581"
446,15 Oct 2021,399.93,399.93,398.03,398.03,"1,367","7,991,800",7,"692,423"
447,14 Oct 2021,401.84,401.84,399.34,399.93,"1,693","7,077,300",7,"695,734"
448,13 Oct 2021,400.12,401.84,396.31,401.84,"3,253","11,713,850",7,"699,045"
449,12 Oct 2021,400.49,401.08,394.41,394.41,"2,131","8,768,000",7,"686,115"
450,11 Oct 2021,399.74,402.80,399.74,402.80,"11,466","173,223,100",7,"700,726"
451,8 Oct 2021,399.18,399.41,399.18,399.41,"7,202","31,887,950",7,"694,827"
452,7 Oct 2021,399.78,399.78,399.18,399.18,"24,011","87,982,350",7,"694,418"
453,6 Oct 2021,398.66,399.78,398.66,399.78,"4,784","27,851,050",7,"695,468"
454,5 Oct 2021,395.96,398.66,395.96,398.66,"5,493","37,617,300",7,"693,522"
455,4 Oct 2021,402.14,402.14,399.85,400.97,"14,626","49,699,250",7,"697,536"
456,30 Sep 2021,401.02,402.14,400.45,402.14,"2,882","23,910,550",7,"699,575"
457,29 Sep 2021,396.83,402.14,396.83,399.23,"1,750","29,413,400",7,"694,509"
458,28 Sep 2021,401.34,401.34,397.95,398.73,"13,524","62,915,800",7,"693,643"
459,27 Sep 2021,397.11,400.12,397.11,399.92,"5,224","29,378,800",7,"695,705"
460,24 Sep 2021,396.99,397.11,396.40,397.11,"16,251","71,220,700",7,"690,813"
461,23 Sep 2021,396.37,397.52,394.68,395.87,"14,478","52,934,300",7,"688,671"
462,22 Sep 2021,397.56,398.28,397.56,398.28,"15,789","51,403,150",7,"692,847"
463,21 Sep 2021,396.45,398.68,396.45,397.56,"18,042","56,385,300",7,"691,611"
464,20 Sep 2021,397.56,399.47,395.66,399.47,"5,540","28,049,400",7,"694,922"
465,17 Sep 2021,397.67,398.79,395.47,397.56,"8,236","35,191,700",7,"691,611"
466,16 Sep 2021,400.48,400.48,397.67,397.67,"7,245","30,668,900",7,"691,797"
467,15 Sep 2021,398.07,400.48,396.34,400.48,"8,920","35,502,500",7,"696,689"
468,14 Sep 2021,397.72,403.07,397.72,403.07,"17,626","72,322,650",7,"701,183"
469,13 Sep 2021,397.72,397.72,395.86,395.86,"8,007","33,105,300",7,"688,650"
470,10 Sep 2021,402.49,402.49,397.12,397.12,"6,624","37,451,150",7,"690,829"
471,9 Sep 2021,398.46,400.97,398.05,398.05,"16,083","53,421,850",7,"692,457"
472,8 Sep 2021,392.81,396.76,392.81,393.40,"1,887","7,534,050",7,"684,369"
473,7 Sep 2021,399.35,399.35,395.21,395.21,"3,715","13,489,650",7,"687,515"
474,6 Sep 2021,400.63,400.63,398.61,398.61,"5,487","27,638,150",7,"693,436"
475,3 Sep 2021,402.23,404.13,401.15,401.15,"3,120","10,173,550",7,"697,854"
476,2 Sep 2021,402.44,402.44,400.50,401.62,"9,736","45,395,750",7,"698,669"
477,1 Sep 2021,400.12,402.44,400.12,402.44,"3,187","17,560,950",7,"700,094"
478,31 Aug 2021,401.23,403.56,400.45,401.23,"2,827","13,767,450",7,"697,994"
479,30 Aug 2021,404.89,404.89,400.69,401.84,"5,543","27,279,200",7,"699,044"
480,27 Aug 2021,404.67,408.32,403.55,408.32,"3,658","20,448,700",7,"710,326"
481,26 Aug 2021,401.95,404.67,400.75,404.67,"5,223","38,369,200",7,"703,977"
482,25 Aug 2021,400.83,400.83,399.63,400.83,"2,070","12,805,300",7,"697,298"
483,24 Aug 2021,403.25,403.25,400.83,400.83,"4,155","24,490,900",7,"697,298"
484,23 Aug 2021,406.47,406.47,402.13,402.13,"6,708","49,695,500",7,"699,559"
485,13 Aug 2021,405.19,405.90,405.19,405.90,"3,149","11,905,900",7,"706,104"
486,12 Aug 2021,404.61,404.82,403.33,404.82,378,"1,523,950",7,"704,227"
487,11 Aug 2021,401.51,404.54,401.51,403.42,"1,476","11,986,200",7,"701,793"
488,10 Aug 2021,404.39,405.27,403.42,403.42,"2,819","15,208,500",7,"701,793"
489,9 Aug 2021,400.66,405.51,400.66,404.39,"3,603","23,501,100",7,"703,485"
490,6 Aug 2021,401.91,403.03,401.91,402.14,"1,145","3,765,600",7,"699,579"
491,5 Aug 2021,398.49,402.66,398.49,401.54,"1,306","6,280,000",7,"698,529"
492,4 Aug 2021,400.39,400.39,397.37,399.27,"1,907","14,830,800",7,"694,577"
493,3 Aug 2021,399.27,400.39,399.27,399.27,"2,402","25,282,400",7,"694,577"
494,2 Aug 2021,400.39,400.39,399.27,399.27,822,"4,281,300",7,"694,577"
495,30 Jul 2021,401.10,403.00,401.10,403.00,"1,566","8,955,750",7,"701,070"
496,29 Jul 2021,403.00,403.00,401.88,401.88,"1,193","3,895,450",7,"699,124"
497,28 Jul 2021,403.37,403.37,403.37,403.37,"3,095","12,447,100",7,"701,711"
498,27 Jul 2021,399.75,401.47,399.14,401.47,"4,247","18,551,600",7,"698,400"
499,26 Jul 2021,400.35,403.71,399.01,399.01,"3,094","12,868,500",7,"694,121"
500,16 Jul 2021,409.04,409.04,409.04,409.04,"2,317","14,533,650",7,"711,578"
501,15 Jul 2021,410.87,411.61,409.04,409.04,"1,796","15,061,700",7,"711,578"
502,14 Jul 2021,410.65,411.61,410.27,410.87,"3,303","19,945,500",7,"714,760"
503,13 Jul 2021,407.96,411.77,407.96,411.77,"1,518","11,100,200",7,"716,317"
504,12 Jul 2021,408.45,411.06,408.45,411.06,"1,601","7,288,050",7,"715,081"
505,9 Jul 2021,413.08,413.08,409.56,410.68,778,"11,057,000",7,"714,430"
506,8 Jul 2021,410.53,412.07,410.53,411.36,"5,095","18,085,600",7,"715,603"
507,7 Jul 2021,411.70,414.34,409.98,414.34,483,"2,466,700",7,"720,791"
508,6 Jul 2021,412.44,412.44,411.70,411.70,453,"3,291,750",7,"716,198"
509,5 Jul 2021,408.68,413.04,408.68,412.44,"1,082","7,647,150",7,"717,480"
510,2 Jul 2021,412.12,412.83,409.83,412.47,"2,865","22,952,750",7,"717,532"
511,1 Jul 2021,413.29,416.26,413.29,416.26,"2,369","8,517,900",7,"724,141"
512,30 Jun 2021,414.41,414.41,414.03,414.03,"3,192","14,646,300",7,"720,248"
513,29 Jun 2021,416.68,416.68,411.75,414.41,"1,803","13,937,100",7,"720,912"
514,28 Jun 2021,411.84,416.68,411.84,416.68,"1,401","12,807,250",7,"724,864"
515,25 Jun 2021,410.11,411.84,408.81,411.84,"2,064","15,702,100",7,"716,435"
516,24 Jun 2021,411.00,411.60,408.21,408.21,"1,761","8,173,450",7,"710,128"
517,23 Jun 2021,412.79,412.79,411.00,411.00,325,"3,431,600",7,"714,976"
518,22 Jun 2021,413.39,413.39,412.27,412.79,"2,627","20,190,100",7,"718,096"
519,21 Jun 2021,413.91,415.30,413.39,413.39,"1,556","8,369,200",7,"719,146"
520,18 Jun 2021,414.51,415.12,413.34,413.34,"4,585","38,020,150",7,"719,045"
521,17 Jun 2021,412.27,414.51,409.25,414.51,"6,127","42,815,850",7,"721,093"
522,16 Jun 2021,414.00,415.12,412.27,412.27,"4,228","31,487,150",7,"717,200"
523,15 Jun 2021,415.90,417.02,415.90,415.90,"7,579","36,466,550",7,"723,507"
524,14 Jun 2021,416.81,416.81,414.51,415.90,"2,222","14,820,600",7,"723,507"
525,11 Jun 2021,419.36,419.36,415.68,418.74,"1,206","8,471,950",7,"728,451"
526,10 Jun 2021,416.52,419.93,415.31,419.93,"4,989","18,494,800",7,"730,526"
527,9 Jun 2021,412.82,416.52,412.22,416.52,"6,310","25,231,300",7,"724,584"
528,8 Jun 2021,410.94,413.94,410.94,413.94,"5,442","18,219,700",7,"720,100"
529,7 Jun 2021,406.60,411.45,406.60,410.94,"1,266","5,678,650",7,"714,873"
530,4 Jun 2021,408.42,408.50,406.51,408.50,"4,423","17,268,700",7,"710,641"
531,3 Jun 2021,405.82,406.61,405.82,406.61,"6,793","35,930,300",7,"707,340"
532,2 Jun 2021,405.05,405.05,403.85,405.05,"8,323","35,894,200",6,"656,533"
533,1 Jun 2021,407.89,407.89,403.85,406.90,"1,074","4,228,600",6,"659,529"
534,31 May 2021,405.48,409.71,403.80,409.71,"2,571","22,274,400",6,"664,076"
535,28 May 2021,406.06,406.06,404.83,405.48,"10,756","45,441,550",6,"657,226"
536,27 May 2021,405.27,406.06,405.27,406.06,"2,069","13,512,400",6,"658,173"
537,26 May 2021,402.82,405.27,402.82,405.27,"2,022","15,933,900",6,"656,891"
538,24 May 2021,403.63,408.11,401.59,404.86,947,"8,029,300",6,"656,227"
539,21 May 2021,406.87,406.87,404.91,404.91,"2,384","26,274,800",6,"656,304"
540,20 May 2021,408.87,408.87,404.07,406.87,"6,626","39,323,100",6,"659,486"
541,19 May 2021,409.24,409.24,408.47,408.87,"8,619","44,942,400",6,"662,720"
542,18 May 2021,404.33,409.85,404.33,409.85,"5,838","20,310,650",6,"664,314"
543,17 May 2021,410.91,410.91,404.33,404.33,"5,152","22,797,200",6,"655,367"
544,14 May 2021,409.09,409.09,406.43,408.47,"10,924","45,684,000",6,"662,079"
545,13 May 2021,406.41,409.09,406.41,409.09,"3,118","15,730,800",6,"663,078"
546,12 May 2021,408.13,408.25,406.09,408.25,"2,813","13,920,200",6,"661,723"
547,11 May 2021,408.94,410.94,408.13,410.94,"3,390","27,390,250",6,"666,074"
548,10 May 2021,410.79,410.79,405.70,408.94,"1,024","6,161,300",6,"662,840"
549,7 May 2021,408.00,409.20,405.11,409.20,"1,539","6,687,050",6,"663,250"
550,6 May 2021,411.27,412.47,406.53,408.70,"3,532","20,716,900",6,"662,437"
551,5 May 2021,407.18,411.27,407.18,411.27,"2,430","19,676,950",6,"666,607"
552,4 May 2021,411.66,411.66,410.46,411.66,708,"4,183,850",6,"667,248"
553,3 May 2021,411.70,412.90,411.66,411.66,"2,180","13,457,550",6,"667,248"
554,29 Apr 2021,401.97,407.97,401.97,407.97,790,"5,816,300",6,"661,265"
555,28 Apr 2021,402.14,403.34,401.97,401.97,717,"5,175,650",6,"651,543"
556,27 Apr 2021,410.28,410.28,395.55,401.78,"3,228","25,918,950",6,"651,235"
557,26 Apr 2021,406.48,410.28,406.48,410.28,"2,462","18,871,250",6,"664,998"
558,23 Apr 2021,414.24,414.24,410.21,412.61,"2,520","21,310,050",6,"668,777"
559,22 Apr 2021,413.48,414.24,413.48,414.24,"5,513","41,048,200",6,"671,424"
560,21 Apr 2021,417.05,417.05,413.48,413.48,"3,062","30,289,250",6,"670,188"
561,20 Apr 2021,417.42,419.33,414.76,417.05,"12,723","63,083,850",6,"675,971"
562,12 Apr 2021,419.95,424.39,419.95,424.39,268,"5,045,150",6,"687,882"
563,9 Apr 2021,421.15,421.15,419.95,419.95,"1,407","6,662,550",6,"680,678"
564,8 Apr 2021,421.96,421.96,419.92,419.92,"2,277","19,365,350",6,"680,626"
565,7 Apr 2021,415.27,419.92,415.27,419.92,482,"2,855,650",6,"680,626"
566,6 Apr 2021,417.70,420.14,417.70,420.14,857,"5,959,200",6,"680,992"
567,5 Apr 2021,414.88,420.14,412.42,420.14,849,"4,739,300",6,"680,992"
568,2 Apr 2021,423.03,423.03,415.27,415.27,"5,809","24,232,200",6,"673,098"
569,31 Mar 2021,425.07,425.07,423.03,423.03,"1,768","7,367,300",6,"685,670"
570,30 Mar 2021,422.24,425.07,422.24,425.07,"2,594","15,738,700",6,"688,981"
571,25 Mar 2021,423.83,424.61,422.63,424.61,126,"482,800",6,"688,235"
572,24 Mar 2021,425.20,426.40,423.83,423.83,609,"7,667,500",6,"686,975"
573,23 Mar 2021,421.12,426.40,421.12,425.20,80,"320,650",6,"689,189"
574,22 Mar 2021,422.64,423.16,422.64,423.16,645,"12,509,300",6,"685,878"
575,19 Mar 2021,423.08,423.08,419.84,422.64,307,"1,562,850",6,"685,039"
576,18 Mar 2021,424.95,424.95,422.29,423.08,714,"2,604,200",6,"685,757"
577,17 Mar 2021,422.91,426.99,420.87,426.15,"1,220","10,302,300",6,"690,731"
578,16 Mar 2021,423.30,423.30,422.10,423.30,"1,146","7,221,700",6,"686,115"
579,15 Mar 2021,425.96,425.96,425.35,425.35,586,"1,948,150",6,"689,426"
580,12 Mar 2021,423.78,425.96,418.98,425.96,"1,844","7,403,500",6,"690,425"
581,11 Mar 2021,425.82,425.82,423.78,423.78,92,"661,850",6,"686,888"
582,10 Mar 2021,425.24,426.44,425.24,426.44,37,"307,000",6,"691,198"
583,9 Mar 2021,427.06,428.26,425.24,425.24,534,"2,061,950",6,"689,251"
584,8 Mar 2021,430.10,430.10,427.06,427.06,139,"568,650",6,"692,204"
585,5 Mar 2021,424.82,424.82,423.62,423.62,160,"834,750",6,"686,622"
586,4 Mar 2021,430.14,430.14,430.14,430.14,"1,099","4,124,400",6,"697,189"
587,3 Mar 2021,428.76,430.14,428.76,430.14,"3,093","11,043,650",6,"697,189"
588,1 Mar 2021,423.65,428.54,423.25,428.14,"3,023","15,283,100",6,"693,960"
589,26 Feb 2021,423.28,423.65,423.28,423.65,"2,718","30,665,800",6,"686,674"
590,25 Feb 2021,424.48,425.68,423.69,425.68,"1,354","11,446,750",6,"689,972"
591,24 Feb 2021,422.44,424.48,422.44,424.48,595,"3,831,400",6,"688,025"
592,23 Feb 2021,424.09,426.53,424.09,424.48,822,"7,179,750",6,"688,025"
593,22 Feb 2021,422.17,422.17,422.17,422.17,31,"131,500",6,"684,272"
594,19 Feb 2021,427.06,427.06,419.33,423.76,"1,298","10,083,100",6,"686,859"
595,18 Feb 2021,429.41,430.61,429.20,429.20,19,"58,450",6,"695,670"
596,17 Feb 2021,429.80,429.80,428.61,429.41,96,"292,250",6,"696,005"
597,16 Feb 2021,429.94,429.94,422.93,429.80,"2,317","11,221,550",6,"696,647"
598,15 Feb 2021,422.60,429.94,418.18,429.94,"4,222","26,627,750",6,"696,877"
599,11 Feb 2021,421.85,431.34,420.61,431.34,"4,414","37,963,200",6,"699,138"
600,10 Feb 2021,426.72,426.72,419.33,421.01,"1,605","6,386,550",6,"682,395"
601,9 Feb 2021,425.92,429.12,424.69,429.12,"1,801","16,225,700",6,"695,539"
602,8 Feb 2021,422.63,427.13,421.43,425.28,"10,115","62,578,200",6,"689,315"
603,5 Feb 2021,408.96,433.56,408.96,433.56,"11,048","50,104,950",6,"702,744"
604,4 Feb 2021,408.59,410.44,404.51,408.96,"22,085","103,716,300",6,"662,866"
605,3 Feb 2021,437.26,437.26,417.06,417.25,"12,848","63,496,750",6,"676,294"
606,29 Jan 2021,441.67,443.72,438.43,443.72,"4,368","36,026,000",6,"719,202"
607,28 Jan 2021,444.95,444.95,442.44,442.44,"6,718","28,198,500",6,"717,127"
608,27 Jan 2021,443.72,444.95,442.29,444.36,"3,196","27,509,150",6,"720,252"
609,26 Jan 2021,443.10,443.72,443.10,443.72,"8,434","36,614,000",6,"719,202"
610,25 Jan 2021,443.72,444.56,442.52,443.10,"16,983","82,767,950",6,"718,203"
611,22 Jan 2021,438.63,445.76,438.63,443.72,"22,781","92,370,500",6,"719,202"
612,21 Jan 2021,440.29,440.29,437.24,440.24,"4,461","21,991,750",6,"713,558"
613,20 Jan 2021,440.06,442.11,437.63,437.63,"3,883","18,809,450",6,"709,336"
614,19 Jan 2021,441.55,442.19,438.10,441.35,"4,597","18,228,350",6,"715,360"
615,18 Jan 2021,443.17,443.17,441.97,442.53,"2,168","9,162,050",6,"717,273"
616,15 Jan 2021,442.71,443.79,440.91,443.79,"7,990","38,487,450",6,"719,312"
617,14 Jan 2021,439.28,443.29,439.28,442.09,"5,126","31,891,450",6,"716,563"
618,12 Jan 2021,439.28,439.28,439.28,439.28,"4,373","36,400,550",6,"712,016"
619,11 Jan 2021,441.84,442.46,439.24,439.24,"3,103","19,080,300",6,"711,946"
620,8 Jan 2021,443.66,444.30,439.57,442.48,"3,549","19,199,150",6,"717,204"
621,7 Jan 2021,443.66,443.66,441.00,443.66,"2,783","14,810,000",6,"719,109"
622,6 Jan 2021,447.57,447.57,437.14,443.66,"12,735","61,397,400",6,"719,109"
623,5 Jan 2021,446.29,448.19,442.65,448.19,"4,645","47,388,550",6,"726,447"
624,30 Dec 2020,448.10,448.10,446.87,448.10,"8,378","120,499,750",6,"726,313"
625,29 Dec 2020,447.55,448.75,443.46,448.10,"7,227","113,952,750",6,"726,313"
626,28 Dec 2020,449.05,449.05,446.34,447.55,"1,839","7,820,500",6,"725,407"
627,24 Dec 2020,444.57,448.21,443.81,447.01,"2,123","24,338,150",6,"724,541"
628,23 Dec 2020,445.22,446.62,444.38,444.57,"4,961","50,606,350",6,"720,589"
629,22 Dec 2020,444.74,446.39,444.74,445.19,403,"2,297,950",6,"721,588"
630,21 Dec 2020,447.40,447.40,442.34,443.54,"20,220","187,738,100",6,"718,918"
631,18 Dec 2020,448.83,448.83,445.58,448.21,"4,712","43,704,650",6,"726,488"
632,17 Dec 2020,449.87,449.87,445.58,448.02,"10,125","35,577,850",6,"726,181"
633,16 Dec 2020,448.74,450.73,444.23,449.50,"16,779","173,412,700",6,"728,577"
634,15 Dec 2020,446.49,450.34,446.06,450.34,"6,456","58,654,250",6,"729,934"
635,14 Dec 2020,445.47,446.06,443.40,446.06,"6,869","69,352,700",6,"722,994"
636,11 Dec 2020,445.66,446.06,442.42,446.06,"2,703","15,754,500",6,"722,994"
637,10 Dec 2020,443.03,446.67,443.03,446.67,"3,194","14,683,100",6,"723,993"
638,8 Dec 2020,444.63,446.67,443.43,443.43,"12,611","82,630,150",6,"718,735"
639,7 Dec 2020,443.90,445.94,443.90,443.90,"11,761","58,168,300",6,"719,496"
640,4 Dec 2020,447.36,447.76,445.72,445.72,"1,775","8,170,150",6,"722,442"
641,3 Dec 2020,445.86,447.14,443.50,446.75,"4,928","21,357,550",6,"724,113"
642,2 Dec 2020,441.63,449.14,441.63,449.14,"8,622","35,312,200",6,"727,988"
643,1 Dec 2020,447.98,447.98,445.30,445.30,"3,827","23,203,900",6,"721,760"
644,26 Nov 2020,449.94,449.94,447.98,447.98,"9,806","42,841,100",6,"726,111"
645,25 Nov 2020,450.34,450.34,448.74,449.14,"5,112","60,255,550",6,"727,988"
646,24 Nov 2020,451.18,451.18,448.38,448.38,"1,305","7,091,700",6,"726,752"
647,23 Nov 2020,450.37,451.15,440.56,449.98,"6,942","32,090,400",6,"729,352"
648,20 Nov 2020,452.02,453.22,449.97,453.22,"6,919","29,737,600",6,"734,602"
649,19 Nov 2020,450.29,451.94,450.29,451.94,"2,642","13,969,500",6,"732,522"
650,18 Nov 2020,453.20,453.20,449.92,449.92,"7,748","31,384,000",6,"729,263"
651,17 Nov 2020,452.44,452.83,450.39,452.44,"5,838","22,664,700",6,"733,335"
652,16 Nov 2020,451.24,452.83,449.17,452.83,"14,660","54,650,850",6,"733,976"
653,12 Nov 2020,454.76,454.76,449.59,452.83,"4,716","29,923,900",6,"733,976"
654,11 Nov 2020,450.64,453.87,450.64,453.87,"6,364","41,639,900",6,"735,657"
655,10 Nov 2020,453.87,454.12,449.83,449.83,"7,323","27,191,500",6,"729,117"
656,9 Nov 2020,453.08,453.72,451.04,451.04,437,"3,252,900",6,"731,064"
657,6 Nov 2020,452.27,454.31,451.04,451.88,"5,923","28,056,550",6,"732,428"
658,5 Nov 2020,446.73,448.57,446.73,448.57,"3,385","19,712,700",6,"727,069"
659,4 Nov 2020,444.65,446.73,438.43,446.73,"5,989","57,597,300",6,"664,712"
660,3 Nov 2020,440.69,448.47,440.17,440.17,"11,919","50,913,800",6,"654,958"
661,28 Oct 2020,441.72,441.80,441.12,441.12,"1,169","6,260,050",6,"656,363"
662,27 Oct 2020,436.90,440.89,436.90,440.89,"2,355","9,778,700",6,"656,027"
663,26 Oct 2020,436.66,439.31,436.66,439.31,892,"4,101,200",6,"653,671"
664,23 Oct 2020,435.53,438.00,435.53,438.00,"10,434","45,723,800",6,"651,724"
665,22 Oct 2020,439.44,439.87,438.58,438.58,"4,361","17,966,300",6,"652,585"
666,21 Oct 2020,437.94,439.44,437.94,439.44,"7,362","33,134,750",6,"653,867"
667,20 Oct 2020,435.18,437.24,434.75,435.42,"7,133","31,254,850",6,"647,881"
668,19 Oct 2020,435.42,437.24,434.11,437.24,"7,609","28,631,550",6,"650,592"
669,16 Oct 2020,436.14,437.24,434.55,437.24,"1,153","4,517,100",6,"650,592"
670,15 Oct 2020,436.14,436.14,436.14,436.14,"8,386","30,281,350",6,"648,953"
671,14 Oct 2020,433.68,436.14,433.68,436.14,973,"5,169,900",6,"648,953"
672,13 Oct 2020,434.38,435.68,434.38,435.68,"1,313","12,284,350",6,"648,280"
673,12 Oct 2020,436.84,437.51,435.68,436.20,"10,676","180,852,350",6,"649,044"
674,9 Oct 2020,436.81,437.51,436.81,436.84,"1,078","8,786,450",6,"649,993"
675,8 Oct 2020,437.51,437.51,436.38,436.38,"2,249","8,920,300",6,"649,310"
676,7 Oct 2020,436.84,447.93,436.84,447.93,"2,977","54,293,950",6,"666,494"
677,6 Oct 2020,436.14,436.84,435.31,436.84,"4,101","76,461,000",6,"649,993"
678,5 Oct 2020,437.44,437.44,435.31,435.31,"1,217","14,455,300",6,"647,717"
679,2 Oct 2020,433.80,445.09,433.80,437.69,"10,192","100,634,900",6,"651,256"
680,30 Sep 2020,446.11,446.11,435.87,435.87,"6,930","76,199,600",6,"648,549"
681,29 Sep 2020,434.87,436.00,432.73,436.00,"2,155","35,631,500",6,"648,755"
682,28 Sep 2020,436.70,436.70,434.56,436.70,"2,249","19,574,800",6,"649,785"
683,25 Sep 2020,433.43,434.87,433.43,434.87,"10,439","220,738,900",6,"647,074"
684,24 Sep 2020,435.69,436.99,435.69,436.99,"3,932","72,485,950",6,"650,230"
685,23 Sep 2020,436.36,436.36,435.69,435.69,"3,729","46,839,250",6,"648,283"
686,22 Sep 2020,432.28,436.52,430.97,436.52,"3,975","40,767,500",6,"649,519"
687,21 Sep 2020,430.35,433.71,430.35,430.62,"1,582","14,087,550",6,"640,747"
688,18 Sep 2020,433.88,433.88,429.92,429.92,"1,499","14,518,100",6,"639,707"
689,17 Sep 2020,430.75,434.71,430.75,434.71,"4,103","24,871,700",6,"646,837"
690,16 Sep 2020,434.55,434.55,432.06,432.06,"1,257","8,689,100",6,"642,890"
691,15 Sep 2020,435.19,435.19,433.86,433.86,"3,486","21,122,950",6,"645,559"
692,14 Sep 2020,438.07,438.07,434.99,434.99,"3,449","22,131,050",6,"647,240"
693,11 Sep 2020,434.33,438.12,434.33,436.29,"1,102","9,283,950",6,"649,186"
694,10 Sep 2020,432.11,434.33,432.11,434.33,"4,463","35,309,000",6,"646,269"
695,9 Sep 2020,432.74,435.35,432.74,433.46,"1,433","8,377,750",6,"644,964"
696,8 Sep 2020,431.27,432.74,430.24,432.74,"2,099","11,306,900",6,"643,896"
697,7 Sep 2020,432.58,432.58,428.35,429.74,"9,623","74,255,650",6,"639,432"
698,4 Sep 2020,434.11,434.11,431.67,433.41,"1,143","4,357,100",6,"644,894"
699,3 Sep 2020,431.07,433.25,430.12,430.12,"4,878","27,727,950",6,"639,995"
