,Date,Open,High,Low,Close,Trading volume,Trading value,No. of listed,Market Cap.
88,18 Apr 2023,358.98,359.46,352.86,352.86,"7,266","12,731,900",7,"621,778"
89,7 Apr 2023,361.43,364.15,359.55,363.58,"4,849","9,496,400",7,"640,657"
90,6 Apr 2023,364.66,364.66,363.30,363.30,"6,737","18,325,800",7,"640,173"
91,5 Apr 2023,363.50,364.07,363.50,364.07,527,"1,499,050",7,"641,522"
92,4 Apr 2023,363.75,364.60,363.50,363.50,"4,157","7,137,700",7,"640,523"
93,3 Apr 2023,363.30,365.70,360.52,365.70,992,"3,590,850",7,"644,393"
94,31 Mar 2023,362.88,365.17,362.88,365.17,286,"934,250",7,"643,468"
95,30 Mar 2023,362.63,365.17,362.63,363.98,"1,667","4,315,450",7,"641,369"
96,29 Mar 2023,365.72,365.72,362.37,363.47,"5,855","20,188,750",7,"640,472"
97,28 Mar 2023,369.54,369.54,364.02,364.61,"10,001","25,353,250",7,"642,478"
98,24 Mar 2023,370.42,370.42,366.56,366.56,"4,046","12,705,500",7,"645,907"
99,23 Mar 2023,374.43,374.43,370.78,370.78,"2,754","5,581,950",7,"653,345"
100,22 Mar 2023,373.40,375.54,372.56,375.54,"9,808","15,662,950",7,"661,731"
101,21 Mar 2023,374.47,374.47,372.80,373.40,"4,716","8,775,600",7,"657,957"
102,20 Mar 2023,370.43,375.87,370.43,375.87,"1,399","7,754,100",7,"662,322"
103,17 Mar 2023,373.09,375.04,369.34,371.28,"3,787","10,944,500",7,"654,228"
104,16 Mar 2023,371.90,373.94,368.17,373.94,"3,828","17,796,350",7,"658,904"
105,15 Mar 2023,371.05,371.90,370.71,370.71,"5,702","17,732,850",7,"653,229"
106,14 Mar 2023,379.82,379.82,376.83,377.94,"6,927","15,702,750",7,"665,959"
107,13 Mar 2023,380.28,382.16,378.71,378.71,"4,619","18,690,550",7,"667,322"
108,10 Mar 2023,377.79,379.51,377.79,379.51,"3,590","8,931,250",7,"668,726"
109,9 Mar 2023,379.74,379.74,378.33,378.89,"2,834","7,582,350",7,"667,644"
110,8 Mar 2023,374.78,378.89,374.78,378.89,787,"3,038,150",7,"667,644"
111,7 Mar 2023,374.98,375.88,374.78,375.88,"4,339","15,509,900",7,"662,335"
112,6 Mar 2023,376.03,376.03,373.31,374.98,"4,458","11,895,450",7,"660,744"
113,3 Mar 2023,373.82,376.03,373.82,376.03,"8,858","29,647,450",7,"662,593"
114,1 Mar 2023,375.70,375.70,372.72,373.82,"5,256","19,367,250",7,"658,700"
115,28 Feb 2023,374.36,377.34,374.36,375.19,"2,964","8,577,750",7,"661,110"
116,27 Feb 2023,374.66,376.54,374.66,376.03,"6,562","18,292,050",7,"662,593"
117,24 Feb 2023,378.24,379.27,374.41,374.41,"1,763","10,349,200",7,"659,740"
118,23 Feb 2023,379.24,379.24,374.82,376.03,"7,261","21,505,800",7,"662,587"
119,22 Feb 2023,380.66,380.66,378.32,379.50,"9,038","26,853,350",7,"668,717"
120,21 Feb 2023,383.55,383.55,380.66,380.66,"6,443","15,275,800",7,"670,749"
121,20 Feb 2023,386.78,387.15,385.18,385.18,"5,938","18,400,800",7,"670,057"
122,17 Feb 2023,382.03,382.03,380.91,382.03,"2,747","9,972,800",7,"664,587"
123,16 Feb 2023,382.03,382.03,382.03,382.03,"2,429","6,949,800",7,"664,588"
124,15 Feb 2023,385.42,385.42,379.01,383.15,"5,850","20,138,200",7,"666,535"
125,14 Feb 2023,382.26,387.14,382.26,386.02,"4,171","12,783,900",7,"671,527"
126,13 Feb 2023,386.14,386.14,383.38,383.38,"5,686","23,139,550",7,"666,934"
127,10 Feb 2023,389.69,390.10,386.96,388.27,"12,086","29,202,000",7,"675,446"
128,9 Feb 2023,388.86,392.89,388.86,391.74,"11,088","24,889,350",7,"681,484"
129,8 Feb 2023,391.81,392.41,389.57,389.57,"4,436","27,255,600",7,"677,699"
130,7 Feb 2023,392.64,393.72,389.98,389.98,"4,327","15,562,300",7,"678,421"
131,6 Feb 2023,393.83,395.66,392.64,392.64,"6,853","19,305,650",7,"683,042"
132,3 Feb 2023,391.18,395.66,391.18,395.66,"14,050","45,100,000",7,"688,300"
133,2 Feb 2023,393.04,393.86,389.42,393.86,"6,819","19,117,800",7,"685,163"
134,1 Feb 2023,388.86,393.56,388.86,391.73,"2,348","9,020,050",7,"681,455"
135,31 Jan 2023,385.57,392.33,385.57,392.33,"6,600","17,186,700",7,"682,505"
136,30 Jan 2023,386.13,388.45,386.13,386.73,"3,125","9,185,850",7,"672,763"
137,27 Jan 2023,385.79,390.31,385.79,390.31,"2,042","7,701,100",7,"678,987"
138,26 Jan 2023,384.67,386.91,384.67,386.91,"4,999","14,240,500",7,"673,075"
139,25 Jan 2023,383.34,386.36,383.34,386.36,"1,130","4,002,750",7,"672,128"
140,24 Jan 2023,386.00,387.11,382.97,382.97,"2,762","13,213,550",7,"666,228"
141,23 Jan 2023,386.00,386.00,386.00,386.00,"4,552","14,393,000",7,"671,486"
142,20 Jan 2023,388.40,388.40,386.00,386.00,"4,620","17,047,100",7,"671,486"
143,19 Jan 2023,387.96,387.96,386.54,387.69,"14,687","36,319,800",7,"674,431"
144,18 Jan 2023,387.96,387.96,387.96,387.96,438,"1,450,000",7,"674,905"
145,17 Jan 2023,391.77,391.77,387.96,389.08,"1,339","6,793,800",7,"676,852"
146,16 Jan 2023,394.04,394.04,387.59,391.77,"5,350","15,518,500",7,"681,527"
147,13 Jan 2023,392.57,395.02,392.57,395.02,738,"4,127,600",7,"687,190"
148,12 Jan 2023,388.40,393.69,386.50,393.69,"1,580","8,255,150",7,"684,878"
149,11 Jan 2023,388.46,388.74,386.13,387.62,"1,982","10,891,400",7,"674,311"
150,10 Jan 2023,390.28,392.60,390.28,392.60,"4,632","19,167,700",7,"682,973"
151,9 Jan 2023,390.95,393.30,390.28,390.28,"4,950","35,174,450",7,"678,936"
152,6 Jan 2023,394.69,394.69,390.95,392.78,"4,196","20,838,900",7,"683,292"
153,5 Jan 2023,393.98,394.69,391.70,394.69,"2,094","23,211,350",7,"686,603"
154,3 Jan 2023,393.60,394.72,392.21,393.40,"2,643","24,425,100",7,"684,369"
155,2 Jan 2023,395.50,396.02,391.09,394.72,"1,351","7,851,300",7,"686,655"
156,30 Dec 2022,391.69,396.62,391.69,396.62,"1,309","7,215,950",7,"689,966"
157,29 Dec 2022,389.66,395.91,389.29,390.98,"2,633","10,658,300",7,"680,162"
158,28 Dec 2022,390.87,392.58,390.26,392.47,"2,403","18,605,800",7,"682,750"
159,27 Dec 2022,392.40,393.11,391.19,391.62,"2,279","13,573,050",7,"681,264"
160,26 Dec 2022,389.46,393.60,389.46,391.69,"3,036","31,854,500",7,"681,393"
161,23 Dec 2022,396.81,396.81,389.98,389.98,"7,743","30,525,150",7,"678,411"
162,21 Dec 2022,394.93,397.92,394.93,397.92,"1,757","9,750,550",7,"692,237"
163,20 Dec 2022,393.72,396.23,392.61,396.23,"1,511","7,398,000",7,"689,292"
164,19 Dec 2022,397.51,398.11,393.72,393.72,"2,801","26,493,950",7,"684,931"
165,16 Dec 2022,399.22,400.53,398.11,399.41,698,"2,230,700",7,"694,828"
166,15 Dec 2022,398.11,399.22,398.11,399.22,394,"1,292,250",7,"694,498"
167,14 Dec 2022,398.11,398.11,398.11,398.11,696,"7,885,800",7,"692,552"
168,13 Dec 2022,399.98,400.34,395.42,399.22,"6,248","34,279,650",7,"694,498"
169,12 Dec 2022,397.25,401.85,397.25,401.85,"2,953","19,889,750",7,"699,063"
170,9 Dec 2022,399.64,400.35,397.25,397.25,"2,148","19,353,100",7,"691,059"
171,8 Dec 2022,401.68,402.26,401.68,402.26,"2,074","7,278,300",7,"699,771"
172,7 Dec 2022,400.36,400.36,398.87,399.85,"4,429","26,661,450",7,"695,589"
173,6 Dec 2022,398.23,402.59,398.03,402.59,"3,206","31,087,800",7,"700,361"
174,5 Dec 2022,398.42,401.25,397.83,401.25,"4,329","46,323,100",7,"698,024"
175,2 Dec 2022,400.33,400.33,399.75,400.33,"4,945","35,183,000",7,"696,417"
176,1 Dec 2022,398.42,400.33,398.42,400.33,"1,649","15,018,650",7,"696,417"
177,30 Nov 2022,400.12,400.12,398.42,398.42,"7,552","38,502,950",7,"693,106"
178,29 Nov 2022,403.58,403.58,400.79,402.02,"5,805","27,229,500",7,"699,363"
179,28 Nov 2022,402.99,403.58,395.97,402.43,"2,352","24,593,250",7,"700,081"
180,25 Nov 2022,402.99,404.11,389.67,404.11,"2,913","21,127,250",7,"703,000"
181,24 Nov 2022,401.09,402.99,401.09,402.99,"2,984","23,240,700",7,"701,054"
182,23 Nov 2022,401.68,406.01,401.68,402.99,"2,689","18,132,200",7,"701,054"
183,22 Nov 2022,401.09,404.29,400.49,402.39,"6,111","34,886,350",7,"700,004"
184,21 Nov 2022,400.49,404.90,400.49,402.99,"7,134","38,005,300",7,"701,054"
185,18 Nov 2022,402.47,403.59,400.57,401.08,"2,144","13,022,000",7,"697,733"
186,16 Nov 2022,403.36,405.86,403.36,405.49,"6,290","21,607,950",7,"705,405"
187,15 Nov 2022,403.37,407.19,402.99,404.47,"12,227","66,152,050",7,"703,631"
188,14 Nov 2022,400.85,405.88,400.14,405.88,"9,714","48,949,750",7,"706,073"
189,11 Nov 2022,403.51,404.66,400.82,400.82,"10,655","44,645,900",7,"697,282"
190,10 Nov 2022,402.39,404.29,401.81,402.39,"4,191","44,399,400",7,"700,004"
191,9 Nov 2022,405.97,405.97,402.28,402.99,"1,031","7,863,600",7,"701,044"
192,8 Nov 2022,406.38,407.69,405.97,405.97,"2,801","17,379,400",7,"706,232"
193,4 Nov 2022,402.85,405.78,402.24,405.78,694,"2,409,900",7,"705,902"
194,3 Nov 2022,404.48,405.26,402.85,402.85,"9,388","35,738,450",7,"700,798"
195,2 Nov 2022,405.44,406.38,404.90,406.38,"4,454","21,463,450",7,"706,952"
196,1 Nov 2022,407.92,407.92,403.20,405.44,"2,163","9,274,850",7,"705,312"
197,31 Oct 2022,408.63,408.63,406.80,407.92,"8,692","47,778,850",7,"709,622"
198,28 Oct 2022,410.53,410.53,408.63,408.63,"7,210","50,757,900",7,"710,858"
199,27 Oct 2022,411.14,411.14,410.53,410.53,"7,517","31,186,000",7,"714,169"
200,26 Oct 2022,412.62,412.85,412.25,412.25,"6,753","36,882,650",7,"717,166"
201,25 Oct 2022,416.24,416.24,414.52,414.52,"3,789","18,186,300",7,"721,108"
202,21 Oct 2022,415.64,417.06,414.34,414.34,432,"3,097,100",7,"720,793"
203,20 Oct 2022,418.37,418.37,415.64,415.64,"7,127","35,384,000",7,"723,054"
204,19 Oct 2022,414.64,419.57,414.34,419.57,"4,541","30,567,700",7,"729,887"
205,18 Oct 2022,416.47,416.47,414.02,415.22,"11,627","47,378,700",7,"722,317"
206,17 Oct 2022,417.04,417.04,415.35,416.47,"7,395","26,681,900",7,"724,501"
207,14 Oct 2022,418.05,418.05,416.33,417.04,"14,642","65,689,450",7,"725,489"
208,13 Oct 2022,422.23,422.23,418.13,419.95,"11,968","51,508,200",7,"730,560"
209,12 Oct 2022,417.85,421.63,417.22,421.03,"2,439","16,112,600",7,"732,422"
210,11 Oct 2022,420.81,421.66,417.85,417.85,"10,117","58,806,700",7,"726,902"
211,7 Oct 2022,416.88,420.72,416.88,419.60,"7,005","41,346,650",7,"729,950"
212,6 Oct 2022,418.89,418.89,416.31,416.31,"13,462","60,359,450",7,"724,219"
213,5 Oct 2022,419.03,420.72,417.70,418.89,"4,090","16,350,500",7,"728,714"
214,4 Oct 2022,417.85,420.15,417.85,420.15,"5,986","19,079,750",7,"730,899"
215,3 Oct 2022,413.00,420.93,413.00,420.93,"8,242","29,962,650",7,"732,255"
216,30 Sep 2022,417.19,419.43,417.19,419.39,"6,492","25,508,650",7,"729,575"
217,29 Sep 2022,421.16,422.65,420.03,420.03,"10,123","43,191,850",7,"730,686"
218,28 Sep 2022,420.72,421.84,419.14,421.76,"9,073","35,813,400",7,"733,694"
219,27 Sep 2022,418.25,420.63,416.34,420.63,"9,090","40,779,700",7,"731,735"
220,26 Sep 2022,419.91,422.93,413.86,418.79,"14,817","57,559,350",7,"728,535"
221,23 Sep 2022,420.25,420.25,414.54,419.91,"11,901","50,205,850",7,"730,481"
222,22 Sep 2022,415.26,420.07,415.26,420.07,"10,054","64,473,750",7,"730,769"
223,21 Sep 2022,411.63,416.34,411.63,416.34,"9,236","48,499,100",7,"724,276"
224,20 Sep 2022,413.17,413.17,408.50,411.86,"9,428","29,966,450",7,"716,483"
225,19 Sep 2022,412.78,416.89,407.86,415.78,"9,171","32,039,500",7,"723,291"
226,16 Sep 2022,399.75,411.66,399.75,411.66,"9,571","31,884,900",7,"716,138"
227,15 Sep 2022,399.93,405.80,399.93,400.48,"7,673","32,108,100",7,"696,689"
228,14 Sep 2022,397.37,399.93,388.95,399.93,"10,549","45,600,250",7,"695,731"
229,13 Sep 2022,420.71,422.61,411.07,411.07,"16,544","73,248,000",7,"715,103"
230,12 Sep 2022,427.72,428.08,421.25,425.66,"16,343","77,817,250",7,"740,493"
231,9 Sep 2022,451.51,451.51,432.16,440.89,"13,057","88,680,100",7,"766,988"
232,8 Sep 2022,446.04,462.86,446.04,451.63,"17,526","91,471,200",7,"785,659"
233,7 Sep 2022,428.46,451.64,428.46,449.40,"24,361","131,602,150",7,"781,780"
234,6 Sep 2022,433.04,433.58,425.51,430.27,"48,283","262,977,650",7,"748,497"
235,5 Sep 2022,371.85,397.97,371.85,397.97,"34,530","176,946,850",7,"692,315"
236,2 Sep 2022,346.96,362.42,346.96,362.42,"23,923","99,893,100",7,"630,470"
237,1 Sep 2022,333.30,345.81,333.30,345.81,"25,852","84,025,900",7,"601,583"
238,31 Aug 2022,334.69,335.26,334.66,334.66,"8,522","21,001,400",7,"582,176"
239,30 Aug 2022,331.82,335.81,329.35,335.81,"20,396","51,547,000",7,"584,174"
240,29 Aug 2022,324.40,328.20,323.28,328.20,"9,168","26,028,700",7,"570,947"
241,26 Aug 2022,327.41,329.92,322.16,323.28,"6,933","20,980,600",7,"562,388"
242,25 Aug 2022,327.40,329.32,326.29,329.32,"7,152","18,073,400",7,"572,885"
243,24 Aug 2022,327.78,327.78,327.04,327.04,"3,377","13,785,850",7,"568,932"
244,23 Aug 2022,332.00,332.00,327.86,328.97,"4,929","13,085,600",7,"572,290"
245,22 Aug 2022,328.11,330.30,328.03,330.30,"2,146","9,440,250",7,"574,595"
246,19 Aug 2022,330.01,331.87,329.60,329.60,"2,811","8,859,200",7,"573,374"
247,18 Aug 2022,328.84,331.13,328.84,331.13,"3,953","13,365,900",7,"576,043"
248,17 Aug 2022,328.43,328.84,323.54,328.84,"7,891","48,320,450",7,"572,047"
249,16 Aug 2022,328.80,328.80,326.52,326.52,701,"3,414,550",7,"568,026"
250,15 Aug 2022,329.94,329.94,325.77,328.80,"2,972","30,580,800",7,"571,979"
251,12 Aug 2022,326.29,329.94,326.29,329.94,"4,099","10,900,100",7,"573,976"
252,11 Aug 2022,330.67,330.67,326.86,326.86,"2,375","8,634,250",7,"568,616"
253,10 Aug 2022,328.40,332.19,327.44,331.82,"1,017","3,728,500",7,"577,236"
254,9 Aug 2022,332.07,332.62,331.09,331.09,"2,209","6,500,400",7,"575,972"
255,8 Aug 2022,333.43,336.48,330.17,330.17,"2,066","10,391,300",7,"574,370"
256,5 Aug 2022,334.14,336.04,334.14,334.14,"2,826","7,815,600",7,"581,273"
257,4 Aug 2022,334.92,337.16,332.23,333.43,"3,072","11,261,900",7,"580,037"
258,3 Aug 2022,332.31,334.21,330.41,332.31,"2,796","9,220,050",7,"578,090"
259,2 Aug 2022,334.81,335.52,332.31,332.31,"2,974","8,122,200",7,"578,090"
260,1 Aug 2022,333.57,336.50,331.14,336.50,"5,424","15,042,650",7,"585,388"
261,29 Jul 2022,335.10,336.18,333.20,334.28,"3,568","18,276,450",7,"581,515"
262,28 Jul 2022,334.56,336.27,333.98,335.10,"3,286","10,874,000",7,"582,949"
263,27 Jul 2022,334.56,338.29,334.56,336.79,"14,951","44,569,650",7,"585,894"
264,26 Jul 2022,344.30,344.30,335.68,335.68,"9,684","32,399,750",7,"583,948"
265,25 Jul 2022,340.44,343.69,340.44,343.69,"4,500","17,880,750",7,"597,898"
266,22 Jul 2022,340.23,340.23,339.65,339.65,"3,067","8,199,500",7,"590,867"
267,21 Jul 2022,343.05,343.05,342.45,342.45,"2,093","7,639,100",7,"595,731"
268,20 Jul 2022,345.42,345.53,342.92,345.53,"4,799","17,454,150",7,"601,091"
269,18 Jul 2022,345.19,346.54,334.89,346.54,"1,670","5,398,550",7,"602,851"
270,15 Jul 2022,345.36,345.97,344.25,345.19,"1,055","2,985,400",7,"600,496"
271,14 Jul 2022,346.07,347.27,345.36,345.36,"2,551","8,153,750",7,"600,802"
272,13 Jul 2022,344.58,345.70,343.80,345.70,"3,262","8,225,800",7,"601,392"
273,11 Jul 2022,344.17,345.70,344.17,344.58,"3,291","9,644,200",7,"599,446"
274,8 Jul 2022,347.98,347.98,344.17,344.17,"3,744","10,392,300",7,"598,722"
275,7 Jul 2022,349.41,349.41,347.98,347.98,"1,266","3,732,600",7,"605,349"
276,6 Jul 2022,345.97,350.92,345.97,349.77,"1,275","3,629,300",7,"608,474"
277,5 Jul 2022,344.25,346.52,344.25,344.77,"2,090","17,720,100",7,"599,772"
278,4 Jul 2022,347.12,347.12,344.25,344.25,"2,468","7,927,250",7,"598,866"
279,1 Jul 2022,345.92,347.12,345.92,347.12,"4,223","11,831,500",7,"603,850"
280,30 Jun 2022,347.82,347.82,345.92,345.92,253,"2,391,700",7,"601,770"
281,29 Jun 2022,347.27,347.82,344.80,347.82,476,"1,416,100",7,"605,081"
282,28 Jun 2022,346.86,347.27,346.86,347.27,"1,067","3,415,300",7,"604,123"
283,27 Jun 2022,346.73,347.34,346.73,347.34,483,"1,920,550",7,"604,236"
284,24 Jun 2022,346.73,346.73,346.73,346.73,800,"3,527,600",7,"603,186"
285,23 Jun 2022,345.59,347.85,345.59,347.85,"1,304","4,235,600",7,"605,133"
286,22 Jun 2022,346.53,346.53,346.16,346.16,"2,642","14,581,550",7,"602,187"
287,21 Jun 2022,345.22,345.82,343.92,343.92,"3,130","21,247,750",7,"598,281"
288,20 Jun 2022,348.95,348.95,345.22,345.22,"3,933","17,787,300",7,"600,542"
289,17 Jun 2022,346.19,351.45,346.19,351.45,"1,168","5,712,200",7,"611,397"
290,16 Jun 2022,353.29,357.10,353.29,355.98,"1,127","4,785,450",7,"619,266"
291,15 Jun 2022,351.57,354.59,351.57,353.29,627,"4,191,000",7,"614,591"
292,14 Jun 2022,354.18,355.30,353.40,353.47,"1,172","3,729,400",7,"614,905"
293,13 Jun 2022,357.10,357.10,354.18,354.18,"3,959","11,010,500",7,"616,141"
294,10 Jun 2022,356.76,357.88,356.73,357.10,813,"2,616,650",7,"621,218"
295,9 Jun 2022,356.36,356.36,355.61,355.61,"3,123","8,425,400",7,"618,630"
296,8 Jun 2022,355.65,355.76,352.74,355.76,"1,650","4,700,850",7,"618,886"
297,7 Jun 2022,355.27,355.65,352.63,355.65,"5,243","14,246,550",7,"618,700"
298,6 Jun 2022,356.39,356.39,355.27,356.39,"2,057","18,945,600",7,"619,982"
299,3 Jun 2022,358.54,358.54,353.65,356.39,"1,672","20,308,150",7,"619,982"
300,2 Jun 2022,355.94,360.46,355.94,358.54,"2,171","25,036,750",7,"623,725"
301,1 Jun 2022,358.26,359.75,358.26,359.75,"1,192","6,399,200",7,"625,825"
302,31 May 2022,358.03,358.26,356.36,358.26,893,"3,409,050",7,"623,236"
303,30 May 2022,357.52,359.75,357.52,359.14,"2,230","6,612,900",7,"624,775"
304,27 May 2022,357.52,358.64,356.74,358.64,721,"2,767,150",7,"623,901"
305,26 May 2022,356.74,358.04,355.62,358.04,"1,946","20,715,450",7,"622,851"
306,25 May 2022,357.35,359.58,357.11,357.11,369,"2,724,750",7,"621,231"
307,24 May 2022,356.67,358.47,356.67,358.47,"3,955","36,442,850",7,"623,594"
308,23 May 2022,357.27,357.27,356.67,356.67,"3,533","15,415,100",7,"620,469"
309,20 May 2022,354.28,354.99,353.16,354.99,"2,447","17,519,500",7,"617,549"
310,19 May 2022,354.99,354.99,351.26,354.28,"2,227","15,931,600",7,"616,313"
311,18 May 2022,354.28,354.99,353.87,353.87,244,"1,213,950",7,"615,603"
312,17 May 2022,354.28,354.28,353.16,354.28,569,"2,530,200",7,"616,313"
313,16 May 2022,354.28,354.28,351.98,354.28,"2,838","13,354,150",7,"616,313"
314,13 May 2022,356.89,356.89,356.89,356.89,"1,090","4,254,750",7,"620,860"
315,12 May 2022,355.78,355.78,355.69,355.69,"1,361","3,737,300",7,"618,760"
316,11 May 2022,351.96,357.12,351.96,356.89,"1,430","7,559,750",7,"620,860"
317,10 May 2022,355.16,357.70,355.16,357.70,695,"3,297,500",7,"622,258"
318,9 May 2022,352.47,356.28,352.47,355.16,"3,823","11,574,900",7,"617,840"
319,6 May 2022,357.01,358.92,357.01,358.92,"2,522","10,570,550",7,"624,379"
320,5 May 2022,355.40,358.92,355.40,357.01,"6,266","39,502,700",7,"621,068"
321,4 May 2022,356.71,356.89,354.99,354.99,"5,819","27,514,800",7,"617,547"
322,3 May 2022,358.62,358.62,356.11,356.11,"4,518","38,066,700",7,"619,493"
323,2 May 2022,355.41,360.34,353.51,360.34,"5,528","29,315,500",7,"626,851"
324,29 Apr 2022,360.28,360.28,356.47,357.65,"1,017","3,175,650",7,"622,176"
325,28 Apr 2022,360.88,360.88,356.47,356.47,"3,134","20,946,200",7,"620,127"
326,27 Apr 2022,360.65,360.88,360.28,360.88,"2,625","9,441,600",7,"627,799"
327,26 Apr 2022,359.53,361.25,359.53,361.25,"1,438","11,927,200",7,"628,441"
328,25 Apr 2022,356.49,363.34,355.18,363.34,"10,259","56,120,800",7,"632,066"
329,22 Apr 2022,359.88,359.88,357.61,357.61,734,"2,646,900",7,"622,107"
330,21 Apr 2022,360.46,360.46,359.88,359.88,"1,340","12,331,900",7,"626,059"
331,20 Apr 2022,364.90,364.90,359.75,359.75,"6,947","24,474,650",7,"625,822"
332,19 Apr 2022,360.71,367.59,360.71,367.59,"5,069","31,367,200",7,"639,463"
333,18 Apr 2022,366.34,366.34,361.42,362.54,"3,006","11,979,150",7,"630,676"
334,8 Apr 2022,365.06,366.34,361.25,366.34,"1,902","6,783,100",7,"637,298"
335,7 Apr 2022,363.15,365.06,362.55,365.06,"3,836","11,696,950",7,"635,063"
336,6 Apr 2022,364.69,365.06,360.88,365.06,"2,324","20,910,550",7,"635,063"
337,5 Apr 2022,361.77,364.69,361.77,363.57,"3,715","13,358,400",7,"632,474"
338,4 Apr 2022,366.11,366.11,362.37,362.37,"5,713","39,051,000",7,"630,394"
339,31 Mar 2022,359.79,367.23,359.79,367.23,"3,095","9,098,100",7,"638,834"
340,30 Mar 2022,362.03,362.03,360.91,360.91,"2,310","16,253,200",7,"627,851"
341,29 Mar 2022,364.60,364.60,357.78,362.00,"1,574","5,779,850",7,"629,747"
342,28 Mar 2022,364.93,366.84,364.93,365.72,"1,054","8,086,450",7,"636,208"
343,25 Mar 2022,369.93,369.93,365.79,368.03,"3,137","35,901,400",7,"640,234"
344,24 Mar 2022,368.82,369.93,368.82,369.93,"1,263","3,581,250",7,"643,545"
345,23 Mar 2022,368.82,371.05,368.82,371.05,411,"1,716,400",7,"645,492"
346,22 Mar 2022,370.51,371.05,369.93,371.05,828,"2,385,550",7,"645,492"
347,21 Mar 2022,372.19,373.31,367.49,369.39,"1,186","4,994,100",7,"642,598"
348,18 Mar 2022,366.49,372.19,366.49,372.19,"2,218","7,612,250",7,"647,472"
349,17 Mar 2022,370.51,370.51,369.39,369.96,"1,996","7,385,200",7,"643,596"
350,15 Mar 2022,372.36,374.27,372.36,374.27,708,"2,117,400",7,"651,085"
351,14 Mar 2022,369.96,372.20,369.96,372.20,"2,214","6,924,700",7,"647,489"
352,11 Mar 2022,371.66,372.03,369.96,369.96,"2,628","7,990,150",7,"643,596"
353,10 Mar 2022,376.17,376.54,374.27,374.27,"1,628","4,684,550",7,"651,088"
354,9 Mar 2022,375.57,376.17,375.57,376.17,"1,072","3,063,700",7,"654,398"
355,8 Mar 2022,375.57,376.69,375.57,375.57,"3,518","10,111,400",7,"653,348"
356,7 Mar 2022,377.98,377.98,375.34,375.34,"2,000","7,279,750",7,"652,950"
357,4 Mar 2022,376.07,377.98,376.07,377.98,"6,016","25,234,550",7,"657,536"
358,3 Mar 2022,377.57,379.10,376.07,376.07,"7,123","35,790,100",7,"654,226"
359,1 Mar 2022,372.38,375.82,372.02,375.31,"6,429","27,643,950",7,"652,891"
360,28 Feb 2022,373.95,373.95,369.78,369.78,"4,621","21,402,950",7,"643,273"
361,25 Feb 2022,378.33,378.33,375.49,377.63,"1,438","8,012,800",7,"656,937"
362,24 Feb 2022,379.89,379.89,379.52,379.52,"1,322","10,221,600",7,"660,227"
363,23 Feb 2022,382.45,382.45,378.77,379.89,"2,907","49,714,300",7,"660,869"
364,22 Feb 2022,381.67,382.82,381.67,382.45,"1,032","7,221,200",7,"665,324"
365,21 Feb 2022,382.05,384.29,381.67,381.67,"6,378","20,287,150",7,"663,968"
366,18 Feb 2022,382.39,384.29,382.39,384.29,"2,080","12,791,950",7,"668,515"
367,17 Feb 2022,382.65,384.18,379.26,379.97,"4,618","26,219,850",7,"661,004"
368,16 Feb 2022,382.39,384.89,382.39,384.18,"4,864","28,449,550",7,"668,328"
369,15 Feb 2022,380.48,382.39,378.24,382.39,"2,065","8,373,000",7,"665,204"
370,14 Feb 2022,375.19,382.38,375.19,382.38,"6,889","30,202,550",7,"665,199"
371,11 Feb 2022,380.20,382.44,380.20,381.23,"2,840","18,606,400",7,"663,193"
372,10 Feb 2022,380.20,380.94,379.08,380.20,"6,046","34,215,200",7,"661,399"
373,9 Feb 2022,379.65,382.47,379.08,379.08,"10,672","43,744,700",7,"659,453"
374,8 Feb 2022,385.29,385.29,382.27,382.27,"1,799","6,038,800",7,"664,999"
375,7 Feb 2022,379.26,384.55,379.26,384.55,"1,215","5,776,900",7,"668,973"
376,4 Feb 2022,379.55,382.28,379.55,382.28,"2,628","13,552,350",7,"665,021"
377,3 Feb 2022,376.53,379.55,376.53,379.55,"7,376","30,972,100",7,"660,272"
378,2 Feb 2022,379.01,379.01,376.53,376.53,"3,130","10,037,050",7,"655,015"
379,1 Feb 2022,378.59,380.49,378.59,380.12,"6,371","29,062,650",7,"661,271"
380,31 Jan 2022,379.49,380.93,379.12,379.79,"10,505","45,599,900",7,"660,682"
381,28 Jan 2022,381.62,382.74,380.51,382.74,"8,105","26,746,750",7,"665,829"
382,27 Jan 2022,384.57,386.48,383.45,384.57,"1,642","7,396,900",7,"669,011"
383,26 Jan 2022,387.60,387.60,385.36,386.48,"2,662","9,962,750",7,"672,321"
384,25 Jan 2022,389.87,389.87,384.94,387.60,"1,244","4,962,900",7,"674,268"
385,24 Jan 2022,387.36,392.28,387.36,389.87,559,"4,170,650",7,"678,220"
386,21 Jan 2022,388.26,391.50,388.26,391.50,"2,668","9,067,200",7,"681,054"
387,20 Jan 2022,387.18,387.55,387.18,387.55,"1,032","7,769,750",7,"674,183"
388,19 Jan 2022,381.46,388.62,381.46,387.92,"8,561","42,773,100",7,"674,824"
389,18 Jan 2022,380.95,383.79,379.05,383.79,"2,585","16,445,700",7,"667,648"
390,17 Jan 2022,379.06,380.97,377.95,380.97,"2,370","10,483,300",7,"662,738"
391,14 Jan 2022,383.57,384.69,383.57,384.69,475,"1,973,900",7,"669,209"
392,13 Jan 2022,382.78,383.57,381.67,383.57,"1,594","7,135,350",7,"667,262"
